determinand.definition,sample.sampleDateTime,sample.samplingPoint.easting,sample.samplingPoint.northing,sample.sampledMaterialType.label,Ammoniacal Nitrogen as N,pH,"Nitrogen, Total Oxidised as N",Nitrate as N,Nitrite as N,"Orthophosphate, reactive as P","Oxygen, Dissolved, % Saturation",Salinity : In Situ,Temperature of Water,BOD : 5 Day ATU,"Oxygen, Dissolved as O2","Nitrate, Filtered as N","Ammoniacal Nitrogen, Filtered as N","Nitrite, Filtered as N","Orthophosphate, Filtered as P","Nitrogen, Total Oxidised, Filtered as N",Turbidity : In Situ,Chlorophyll : Acetone Extract,Sample Depth below surface,Water Depth,Volume of Sample Filtered,NGR : Easting,NGR : Northing,"Nitrogen, Dissolved Inorganic : as N",Time of high tide,Time of sampling relative to previous high water,"Silicate, Filtered as SiO2"
1977,2012-09-11T10:46:00,470300,102000,ESTUARINE WATER,,,,,,,90.7,34.29,18.19,,6.98,0.096,0.029,0.004,0.014,0.1,,1.7,0.2,5.8,1500.0,470299.0,101988.0,0.129,8.08,2.38,0.29
1978,2012-09-11T10:52:00,469000,101200,ESTUARINE WATER,,,,,,,91.7,34.51,17.99,,7.07,0.096,0.02,0.004,0.017,0.1,,1.3,0.2,5.8,1500.0,469003.0,101181.0,0.12,8.08,2.44,0.31
1979,2012-09-11T11:00:00,468670,99700,ESTUARINE WATER,,,,,,,89.8,34.56,18.11,,6.91,0.095,0.02,0.005,0.016,0.1,,1.8,0.2,13.4,1500.0,468670.0,99726.0,0.12,8.08,2.52,0.32
1980,2012-09-18T10:16:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.38,,,,,,,,,,,,,,,,,
1981,2012-09-18T10:21:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.54,,,,,,,,,,,,,,,,,
1982,2012-09-25T08:36:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.041,7.89,3.23,3.2,0.0255,0.1,91.6,,12.6,1.5,9.72,,,,,,,,,,,,,,,,
1983,2012-09-25T09:00:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,4.2,4.1,0.1,0.81,,,,,,,,,,,,,,,,,,,,,
1984,2012-10-05T11:10:00,468670,99700,ESTUARINE WATER,,8.11,,,,,92.1,34.15,14.8,,,0.0935,0.037000000000000005,0.0065,0.015,0.1,,,,,,,,,,,
1985,2012-10-10T10:21:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.37,,,,,,,,,,,,,,,,,
1986,2012-10-23T08:40:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,7.86,1.85,1.84,0.0076,0.065,83.3,,13.3,1.0,8.7,,,,,,,,,,,,,,,,
1987,2012-10-23T09:09:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,7.8,7.7,0.1,2.29,,,,,,,,,,,,,,,,,,,,,
1988,2012-10-30T08:51:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,
1989,2012-10-30T08:59:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,
1990,2012-11-02T12:02:00,468670,99700,ESTUARINE WATER,,8.09,,,,,96.0,33.97,10.68,,,0.153,0.05,0.0074,0.024,0.16,,,,,,,,,,,
1991,2012-11-12T09:11:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,
1992,2012-11-12T09:18:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,5.89,,,,,,,,,,,,,,,,,
1993,2012-11-21T09:47:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.04,7.75,0.93,0.92,0.0097,0.054000000000000006,91.9,,10.5,3.31,10.2,,,,,,,,,,,,,,,,
1994,2012-11-21T10:12:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,6.7,6.6,0.1,1.6,,,,,,,,,,,,,,,,,,,,,
1995,2012-11-23T10:24:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,5.53,,,,,,,,,,,,,,,,,
1996,2012-12-03T12:41:00,464200,96000,SEA WATER,,,,,,,95.2,33.63,9.44,,8.81,0.232,0.035,0.0079,0.025,0.24,,0.89,0.2,13.9,1000.0,464197.0,96011.0,0.275,13.42,11.06,0.76
1997,2012-12-05T13:26:00,470600,103800,ESTUARINE WATER,,,,,,,91.5,32.64,6.11,,9.21,0.431,0.054000000000000006,0.0087,0.022,0.44,,0.81,0.2,3.6,1000.0,470597.0,103787.0,0.494,15.55,9.41,1.03
1998,2012-12-05T13:36:00,466500,93300,SEA WATER,,,,,,,93.4,33.7,9.11,,8.71,0.233,0.038,0.0074,0.025,0.24,,0.91,0.2,26.8,1000.0,466516.0,93310.0,0.278,15.02,10.41,0.75
1999,2012-12-06T10:03:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.37,,,,,,,,,,,,,,,,,
2000,2012-12-06T12:21:00,468670,99700,ESTUARINE WATER,,,,,,,93.9,33.56,7.22,,9.15,0.253,0.038,0.0075,0.022,0.26,,0.87,0.2,12.4,1000.0,468676.0,99688.0,0.298,15.55,8.36,0.81
2001,2012-12-06T12:40:00,468380,101980,ESTUARINE WATER,,,,,,,89.4,33.15,6.2,,8.95,0.361,0.048,0.0088,0.022,0.37,,0.68,0.2,4.0,1000.0,468382.0,101974.0,0.418,15.55,8.55,0.97
2002,2012-12-06T12:58:00,467500,104000,ESTUARINE WATER,,,,,,,89.8,33.09,5.61,,9.12,0.3720000000000001,0.053,0.0085,0.021,0.38,,0.72,0.2,1.3,1000.0,467513.0,103981.0,0.433,15.55,9.13,1.16
2003,2012-12-06T13:09:00,469000,101200,ESTUARINE WATER,,,,,,,93.0,33.48,7.18,,9.08,0.262,0.04,0.0081,0.022,0.27,,0.66,0.2,5.0,1000.0,469005.0,101217.0,0.31,15.55,9.24,0.82
2004,2012-12-06T13:14:00,470300,102000,ESTUARINE WATER,,,,,,,90.7,33.08,6.54,,9.01,,,,,,,0.99,0.2,5.6,1000.0,470299.0,102001.0,,15.55,9.29,
2005,2012-12-06T13:31:00,470300,104550,ESTUARINE WATER,,,,,,,91.7,32.33,5.81,,9.32,0.491,0.061,0.009000000000000001,0.022,0.5,,0.79,0.2,3.4,1000.0,470322.0,104518.0,0.561,15.55,9.46,1.12
2006,2012-12-06T13:39:00,471800,104300,ESTUARINE WATER,,,,,,,102.2,32.01,5.55,,10.5,0.521,0.053,0.0095,0.021,0.53,,0.94,0.2,1.6,1000.0,471766.0,104296.0,0.583,15.55,9.54,1.14
2007,2012-12-08T13:36:00,483000,85500,SEA WATER,,,,,,,91.7,34.419000000000004,8.29,,8.67,0.105,0.02,0.0051,0.017,0.11,,1.0,0.2,23.96,1500.0,483014.0,85505.0,0.13,18.57,7.55,0.28
2008,2012-12-08T14:27:00,474130,85280,SEA WATER,,,,,,,91.3,34.554,8.945,,8.49,0.096,0.02,0.004,0.014,0.1,,1.1,0.2,19.27,1500.0,474127.0,85306.0,0.12,18.11,8.36,0.21
2009,2012-12-21T08:42:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,5.45,,,,,,,,,,,,,,,,,
2010,2012-12-21T08:51:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.69,,,,,,,,,,,,,,,,,
2011,2013-01-09T15:19:00,474130,85280,SEA WATER,,,,,,,92.9,33.7,8.86,,8.71,0.261,0.02,0.0091,0.022,0.27,13.6,0.63,0.2,20.08,1000.0,474117.0,85278.0,0.29,21.19,6.32,0.75
2012,2013-01-09T15:57:00,483000,85500,SEA WATER,,,,,,,92.6,33.88,8.93,,8.66,0.251,0.02,0.0094,0.021,0.26,12.4,0.73,0.2,25.7,1000.0,482998.0,85503.0,0.28,21.19,7.1,0.72
2013,2013-01-10T16:27:00,464200,96000,SEA WATER,,,,,,,93.7,33.42,8.12,,8.95,0.34,0.02,0.0097,0.026,0.35,,0.64,0.2,4.6,1000.0,465445.0,94924.0,0.37,22.14,6.46,0.94
2014,2013-01-11T08:28:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.85,7.8,7.8,0.004,0.12,90.7,,9.3,,10.4,,,,,,,,,,,,,,,,
2015,2013-01-11T10:21:00,466500,93300,SEA WATER,,,,,,,89.6,32.921,8.695,,8.48,0.263,0.02,0.006999999999999999,0.022,0.27,,0.5,0.2,29.0,1100.0,466496.0,93304.0,0.29,10.32,12.07,0.69
2016,2013-01-12T09:51:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.55,,,,,,,,,,,,,,,,,
2017,2013-01-14T11:54:00,468670,99700,ESTUARINE WATER,,,,,,,98.3,32.799,7.582000000000002,,9.55,0.35100000000000003,0.023,0.0091,0.026,0.36,,1.2,0.3,15.0,1000.0,468663.0,99725.0,0.383,12.5,11.11,0.93
2018,2013-01-14T12:15:00,468380,101980,ESTUARINE WATER,,,,,,,96.7,32.914,7.649,,9.37,0.341,0.02,0.0094,0.028,0.35,,0.5,0.3,6.1,700.0,468378.0,101983.0,0.37,12.5,11.32,0.88
2019,2013-01-14T12:33:00,467500,104000,ESTUARINE WATER,,,,,,,92.9,32.216,7.129,,9.16,0.42,0.036000000000000004,0.01,0.026,0.43,,0.92,0.3,3.4,1000.0,467494.0,103999.0,0.466,12.5,11.5,1.08
2020,2013-01-14T12:44:00,469000,101200,ESTUARINE WATER,,,,,,,97.4,32.701,7.398,,9.51,0.341,0.02,0.0087,0.025,0.35,,1.0,0.3,7.1,1000.0,469001.0,101202.0,0.37,12.5,12.01,0.91
2021,2013-01-14T12:51:00,470300,102000,ESTUARINE WATER,,,,,,,91.6,32.42,7.237999999999999,,9.0,0.381,0.026,0.0094,0.025,0.39,,1.0,0.3,7.7,1000.0,470293.0,101995.0,0.416,12.5,0.01,0.98
2022,2013-01-14T13:04:00,470600,103800,ESTUARINE WATER,,,,,,,93.26,31.047,6.6560000000000015,,9.37,0.599,0.048,0.0107,0.028,0.61,,0.61,0.3,5.3,1000.0,470604.0,103791.0,0.6579999999999999,12.5,0.14,1.31
2023,2013-01-14T13:12:00,470300,104550,ESTUARINE WATER,,,,,,,92.2,30.585,6.622999999999998,,9.31,0.6890000000000001,0.055,0.0113,0.028,0.7,,0.72,0.3,4.0,1000.0,470302.0,104546.0,0.755,12.5,0.22,1.45
2024,2013-01-14T13:20:00,471800,104300,ESTUARINE WATER,,,,,,,93.2,31.48,6.897,,9.29,0.51,0.034,0.0105,0.026,0.52,,0.97,0.3,3.6,1000.0,471802.0,104282.0,0.5539999999999999,12.5,0.3,1.18
2025,2013-01-16T08:26:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,9.6,9.5,0.1,1.54,,,,,,,,,,,,,,,,,,,,,
2026,2013-01-25T08:25:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.031,7.99,,,0.0062,,97.0,,4.9,1.39,12.4,,,,,,,,,,,,,,,,
2027,2013-01-28T08:37:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,
2028,2013-01-28T08:46:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,
2029,2013-01-31T09:22:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.56,6.75,6.75,0.004,0.039,93.5,,9.5,,10.7,,,,,,,,,,,,,,,,
2030,2013-02-04T08:35:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.06,,,0.0099,,92.4,,8.2,1.0,10.9,,,,,,,,,,,,,,,,
2031,2013-02-04T09:09:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,7.6,7.5,0.1,1.94,,,,,,,,,,,,,,,,,,,,,
2032,2013-02-09T13:06:00,483000,85500,SEA WATER,,,,,,,96.1,34.45,7.22,,9.31,0.17600000000000002,0.02,0.004,0.022,0.18,12.2,0.9,0.2,26.81,1000.0,483001.0,85501.0,0.2,10.18,2.48,0.48
2033,2013-02-09T13:38:00,474130,85280,SEA WATER,,,,,,,95.0,33.68,6.36,,9.44,0.294,0.02,0.0056,0.028,0.3,20.5,1.1,0.2,21.17,1000.0,474125.0,85275.0,0.32,10.18,3.2,0.7
2034,2013-02-11T13:49:00,466500,93300,SEA WATER,,,,,,,94.2,33.64,6.54,,9.32,0.285,0.02,0.005,0.028,0.29,,1.9,0.2,30.56,700.0,466491.0,93295.0,0.31,11.22,2.27,0.71
2035,2013-02-11T14:06:00,464200,96000,SEA WATER,,,,,,,103.4,33.42,6.42,,10.3,0.305,0.02,0.0051,0.026,0.31,,2.4,0.2,15.05,500.0,464190.0,95981.0,0.33,11.22,2.44,0.74
2036,2013-02-12T09:40:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,
2037,2013-02-17T10:40:00,468380,101980,ESTUARINE WATER,,,,,,,97.1,31.275,5.631,,9.99,0.674,0.036000000000000004,0.0063,0.023,0.68,8.0,0.66,0.2,3.5,1000.0,468379.0,101971.0,0.716,4.31,6.09,1.2
2038,2013-02-18T08:51:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,6.1,6.0,0.1,1.87,,,,,,,,,,,,,,,,,,,,,
2039,2013-02-18T10:10:00,468670,99700,ESTUARINE WATER,,,,,,,97.8,31.855,5.89,,9.96,0.564,0.029,0.0058,0.024,0.57,7.9,0.66,0.2,11.5,1000.0,468670.0,99698.0,0.599,4.31,5.39,1.06
2040,2013-02-18T11:00:00,467500,104000,ESTUARINE WATER,,,,,,,96.7,31.261,5.78,,9.91,0.624,0.038,0.0062,0.023,0.63,8.8,0.82,0.2,0.9,1000.0,467595.0,103921.0,0.6679999999999999,17.01,6.29,1.15
2041,2013-02-18T11:13:00,469000,101200,ESTUARINE WATER,,,,,,,97.8,31.736,6.0870000000000015,,9.92,0.585,0.031,0.0054,0.027000000000000003,0.59,6.5,0.63,0.2,4.7,1000.0,469004.0,101197.0,0.621,17.01,6.42,1.09
2042,2013-02-18T11:23:00,470300,102000,ESTUARINE WATER,,,,,,,96.5,31.296,6.042000000000002,,9.83,0.664,0.03,0.0058,0.025,0.67,5.7,0.63,0.2,5.2,1000.0,470272.0,102006.0,0.7,17.01,6.52,1.17
2043,2013-02-18T11:38:00,470600,103800,ESTUARINE WATER,,,,,,,98.1,27.545,6.016,,10.3,1.55,0.05,0.0072,0.023,1.56,7.7,0.58,0.2,3.3,1000.0,470595.0,103791.0,1.61,17.01,7.07,2.01
2044,2013-02-18T11:47:00,470300,104550,ESTUARINE WATER,,,,,,,101.6,29.04,6.337999999999999,,10.4,1.44,0.062,0.0078,0.024,1.45,6.5,0.8,0.2,2.5,1000.0,470305.0,104537.0,1.51,17.01,7.16,1.92
2045,2013-02-18T12:00:00,471800,104300,ESTUARINE WATER,,,,,,,102.7,31.25,6.03,,10.5,0.654,0.035,0.0065,0.025,0.66,5.8,0.62,0.2,1.0,1000.0,471812.0,104276.0,0.695,17.01,7.29,1.16
2046,2013-02-22T10:14:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.6,8.02,8.02,0.004,0.02,90.1,,8.4,,10.6,,,,,,,,,,,,,,,,
2047,2013-02-27T08:08:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,
2048,2013-02-27T08:14:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,
2049,2013-03-05T08:36:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.26,7.34,7.28,0.0625,0.029,102.8,,5.7,1.13,12.9,,,,,,,,,,,,,,,,
2050,2013-03-10T09:14:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,
2051,2013-03-13T08:01:00,468670,99700,ESTUARINE WATER,,8.075,,,,,97.7,33.431999999999995,4.097,,,0.196,0.02,0.004,0.013,0.2,,,,,,,,,,,
2052,2013-03-20T09:00:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.38,6.79,6.79,0.004,0.02,97.0,,9.9,,11.0,,,,,,,,,,,,,,,,
2053,2013-03-27T08:24:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.12,,,0.0089,,102.7,,4.1,,13.4,,,,,,,,,,,,,,,,
2054,2013-03-27T08:49:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,9.0,8.9,0.1,1.77,,,,,,,,,,,,,,,,,,,,,
2055,2013-03-29T09:01:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.38,,,,,,,,,,,,,,,,,
2056,2013-03-29T09:07:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,6.45,,,,,,,,,,,,,,,,,
2057,2013-04-08T09:20:00,471073,106778,RIVER / RUNNING SURFACE WATER,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,
2058,2013-04-11T15:56:00,468670,99700,ESTUARINE WATER,,8.36,,,,,102.7,34.0,6.62,,,0.096,0.02,0.004,0.011,0.1,,,,,,468634.0,99698.0,,,,
2059,2013-04-15T09:54:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,9.75,,,,,,,,,,,,,,,,,
2060,2013-04-22T08:45:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.51,7.02,7.02,0.004,0.02,94.4,,10.5,,10.5,,,,,,,,,,,,,,,,
2061,2013-04-25T08:19:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.46,,,0.0244,,123.8,,10.0,1.38,13.9,,,,,,,,,,,,,,,,
2062,2013-04-25T08:41:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,5.8,5.7,0.1,2.99,,,,,,,,,,,,,,,,,,,,,
2063,2013-04-30T09:18:00,470680,105280,FINAL SEWAGE EFFLUENT,0.29,,,,,,,,,9.33,,,,,,,,,,,,,,,,,
2064,2013-04-30T09:26:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,9.94,,,,,,,,,,,,,,,,,
2065,2013-05-02T12:24:00,468670,99700,ESTUARINE WATER,,,,,,,103.0,33.838,10.302,,9.34,0.096,0.02,0.004,0.01,0.1,,1.5,0.2,11.4,2000.0,468670.0,99700.0,0.12,18.04,7.1,0.2
2066,2013-05-02T12:38:00,469000,101200,ESTUARINE WATER,,,,,,,100.9,33.488,10.798,,9.07,0.136,0.02,0.004,0.01,0.14,,1.6,0.2,4.0,2000.0,469002.0,101200.0,0.16,18.04,7.22,0.2
2067,2013-05-02T12:49:00,468380,101980,ESTUARINE WATER,,,,,,,101.1,33.347,11.099,,9.04,0.156,0.02,0.004,0.01,0.16,,1.6,0.2,3.2,2000.0,468384.0,101981.0,0.18,18.04,7.35,0.21
2068,2013-05-02T13:12:00,467500,104000,ESTUARINE WATER,,,,,,,109.8,32.7,12.306,,9.61,0.226,0.021,0.0043,0.011,0.23,,1.6,0.2,0.9,1000.0,467503.0,103988.0,0.251,18.04,7.58,0.34
2069,2013-05-02T13:59:00,470300,102000,ESTUARINE WATER,,,,,,,100.6,33.352,11.422,,8.93,0.166,0.02,0.004,0.01,0.17,,1.1,0.2,5.0,2000.0,470301.0,102000.0,0.19,18.04,8.45,0.21
2070,2013-05-02T14:12:00,470600,103800,ESTUARINE WATER,,,,,,,102.5,33.225,11.585,,9.08,0.18600000000000005,0.02,0.0042,0.011,0.19,,1.0,0.2,2.7,2000.0,470599.0,103802.0,0.21,18.04,8.58,0.25
2071,2013-05-02T14:18:00,470300,104550,ESTUARINE WATER,,,,,,,107.6,31.975,12.483,,9.43,0.495,0.022,0.0048,0.011,0.5,,1.1,0.2,1.3,2000.0,470297.0,104549.0,0.522,18.04,9.04,0.68
2072,2013-05-02T14:30:00,471800,104300,ESTUARINE WATER,,,,,,,123.8,33.07,13.344,,10.6,0.18600000000000005,0.02,0.0044,0.011,0.19,,1.5,0.2,1.2,1000.0,471803.0,104301.0,0.21,10.04,9.16,0.32
2073,2013-05-07T12:31:00,466500,93300,SEA WATER,,,,,,,109.4,34.27,10.071,,9.94,0.0956,0.02,0.0044,0.018000000000000002,0.1,,0.94,0.2,28.6,2000.0,466500.0,93301.0,0.12,10.23,2.08,0.2
2074,2013-05-07T12:43:00,464200,96000,SEA WATER,,,,,,,108.4,34.271,10.502,,9.76,0.096,0.02,0.004,0.011,0.1,,0.8,0.2,13.6,2000.0,464198.0,96002.0,0.12,10.23,2.2,0.2
2075,2013-05-16T10:02:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
2076,2013-05-31T08:13:00,470680,105280,FINAL SEWAGE EFFLUENT,0.22,,,,,,,,,15.5,,,,,,,,,,,,,,,,,
2077,2013-05-31T08:21:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,
2078,2013-06-03T08:37:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.31,2.75,2.68,0.0703,0.085,107.2,,11.6,1.0,11.6,,,,,,,,,,,,,,,,
2079,2013-06-03T09:07:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.64,7.12,7.12,0.004,0.02,94.6,,11.1,,10.4,,,,,,,,,,,,,,,,
2080,2013-06-04T15:14:00,474130,85280,SEA WATER,,,,,,,107.9,34.34,13.16,,9.17,0.096,0.02,0.004,0.01,0.1,,1.6,0.2,20.13,1000.0,474157.0,85268.0,0.12,14.24,0.5,0.2
2081,2013-06-04T15:39:00,483000,85500,SEA WATER,,,,,,,113.5,34.43,13.83,,9.51,0.096,0.02,0.004,0.014,0.1,,0.72,0.2,25.14,1000.0,483023.0,85510.0,0.12,14.24,1.15,0.2
2082,2013-06-06T17:47:00,466500,93300,SEA WATER,,,,,,,114.2,34.23,14.06,,9.54,0.096,0.02,0.004,0.01,0.1,,0.64,0.2,27.96,1000.0,466527.0,93280.0,0.12,11.05,6.42,0.2
2083,2013-06-07T10:25:00,467500,104000,ESTUARINE WATER,,,,,,,99.8,33.857,15.828,,8.06,0.096,0.02,0.004,0.01,0.1,,3.5,0.2,3.23,1000.0,467496.0,103998.0,0.12,11.3,11.2,0.2
2084,2013-06-07T11:23:00,468380,101980,ESTUARINE WATER,,,,,,,107.6,34.155,14.342,,8.94,0.096,0.02,0.004,0.01,0.1,,2.9,0.2,5.88,1000.0,468380.0,101981.0,0.12,11.3,12.18,0.2
2085,2013-06-07T12:19:00,471800,104300,ESTUARINE WATER,,,,,,,100.0,33.955,15.606,,8.11,0.096,0.02,0.004,0.01,0.1,,2.0,0.2,3.34,1000.0,471759.0,104278.0,0.12,11.3,0.49,0.2
2086,2013-06-07T12:29:00,470300,104550,ESTUARINE WATER,,,,,,,100.8,33.279,16.125999999999998,,8.12,0.126,0.02,0.004,0.01,0.13,,3.2,0.2,6.11,1000.0,470324.0,104556.0,0.15,11.3,0.59,0.28
2087,2013-06-07T12:47:00,470600,103800,ESTUARINE WATER,,,,,,,101.2,33.605,16.262999999999998,,8.12,0.096,0.02,0.004,0.01,0.1,,3.5,0.2,5.02,1000.0,470598.0,103789.0,0.12,11.3,1.17,0.2
2088,2013-06-07T13:40:00,470300,102000,ESTUARINE WATER,,,,,,,104.7,34.086,15.22,,8.55,0.096,0.02,0.004,0.01,0.1,,1.8,0.2,6.96,1000.0,470299.0,101986.0,0.12,11.3,2.1,0.2
2089,2013-06-07T14:05:00,469000,101200,ESTUARINE WATER,,,,,,,105.4,34.041,15.243,,8.6,0.096,0.02,0.004,0.01,0.1,,2.6,0.2,6.77,1000.0,469019.0,101206.0,0.12,11.3,2.35,0.2
2090,2013-06-07T16:17:00,468670,99700,ESTUARINE WATER,,,,,,,103.6,33.86,16.311,,8.29,0.096,0.02,0.004,0.01,0.1,,0.82,0.2,11.61,1000.0,468674.0,99696.0,0.12,11.3,4.47,0.2
2091,2013-06-07T17:17:00,464200,96000,SEA WATER,,,,,,,108.5,34.155,14.084,,9.06,0.096,0.02,0.004,0.01,0.1,,4.6,0.2,9.92,1000.0,464121.0,95974.0,0.12,11.3,5.47,0.2
2092,2013-06-10T09:38:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,7.8,7.7,0.1,4.0,,,,,,,,,,,,,,,,,,,,,
2093,2013-06-15T07:58:00,470680,105280,FINAL SEWAGE EFFLUENT,0.08,,,,,,,,,2.43,,,,,,,,,,,,,,,,,
2094,2013-06-15T08:02:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,
2095,2013-06-18T12:47:00,474130,85280,SEA WATER,,,,,,,101.7,34.373000000000005,14.443,,8.42,0.096,0.02,0.004,0.011,0.1,,1.7,0.2,20.2,1000.0,474123.0,85276.0,0.12,6.56,5.51,0.2
2096,2013-06-18T13:15:00,483000,85500,SEA WATER,,,,,,,100.0,34.519,14.628,,8.24,0.096,0.02,0.004,0.01,0.1,,0.5,0.2,25.19,1000.0,482991.0,85499.0,0.12,19.34,6.19,0.2
2097,2013-06-24T09:20:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.64,6.57,6.57,0.004,0.02,95.4,,11.0,,10.5,,,,,,,,,,,,,,,,
2098,2013-06-24T09:37:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.7,,,0.0499,,142.8,,13.2,1.15,14.9,,,,,,,,,,,,,,,,
2099,2013-06-24T10:03:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,7.6,7.5,0.1,3.92,,,,,,,,,,,,,,,,,,,,,
2100,2013-06-28T09:51:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,6.21,,,,,,,,,,,,,,,,,
2101,2013-07-02T11:16:00,474130,85280,SEA WATER,,,,,,,100.2,34.43,15.28,,8.15,0.096,0.02,0.004,0.01,0.1,,2.2,0.2,20.71,1000.0,474117.0,85295.0,0.12,7.23,3.53,0.2
2102,2013-07-14T09:04:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,
2103,2013-07-14T09:12:00,470680,105280,FINAL SEWAGE EFFLUENT,0.05,,,,,,,,,7.45,,,,,,,,,,,,,,,,,
2104,2013-07-16T09:58:00,464200,96000,SEA WATER,,,,,,,99.0,34.412,18.674,,7.54,0.096,0.02,0.004,0.011,0.1,,1.4,0.2,11.4,1500.0,464203.0,95999.0,0.12,5.16,4.42,0.2
2105,2013-07-16T10:16:00,466500,93300,SEA WATER,,,,,,,97.6,34.58,17.793,,7.55,0.096,0.02,0.004,0.011,0.1,,0.97,0.2,13.4,1500.0,466500.0,93289.0,0.12,5.16,5.0,0.2
2106,2013-07-18T08:56:00,468670,99700,ESTUARINE WATER,,,,,,,103.7,34.447,19.805,,7.73,0.096,0.02,0.004,0.011,0.1,,1.1,0.2,12.7,1000.0,468676.0,99689.0,0.12,7.3,1.26,0.2
2107,2013-07-18T09:16:00,467500,104000,ESTUARINE WATER,,,,,,,103.4,34.481,21.838,,7.43,0.096,0.02,0.004,0.011,0.1,,2.0,0.2,2.1,1000.0,467485.0,104007.0,0.12,7.3,1.46,0.2
2108,2013-07-18T09:33:00,468380,101980,ESTUARINE WATER,,,,,,,107.1,34.488,20.123,,7.94,0.096,0.02,0.004,0.011,0.1,,1.1,0.2,4.5,1000.0,468385.0,101976.0,0.12,7.3,2.03,0.2
2109,2013-07-18T10:09:00,471800,104300,ESTUARINE WATER,,,,,,,102.1,34.184,21.636,,7.37,0.096,0.02,0.004,0.011,0.1,,2.9,0.2,1.7,1000.0,471801.0,104301.0,0.12,7.3,2.39,0.2
